id,crime_date,area,crime_type,latitude,longitude,risk_level,source,status,description,created_at
46512,2024-08-14,"Bahria Town Lahore",Burglary,31.398174,74.189444,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46513,2024-11-20,"DHA Phase 7","Vehicle Theft",31.450689,74.410097,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46514,2024-12-24,Gulshan-e-Ravi,"Street Crime",31.550420,74.321582,Medium,predicted,verified,,"2025-08-10 20:51:26"
46515,2024-08-20,Cantt,"Vehicle Theft",31.538650,74.330339,Medium,public,verified,,"2025-08-10 20:51:26"
46516,2024-06-16,Shahdara,"Vehicle Theft",31.578060,74.371101,Medium,public,unverified,,"2025-08-10 20:51:26"
46517,2024-02-26,"Johar Town","Street Crime",31.455946,74.298634,Medium,public,unverified,,"2025-08-10 20:51:26"
46518,2024-10-27,"Garden Town",Burglary,31.491905,74.291267,Medium,predicted,verified,,"2025-08-10 20:51:26"
46519,2024-06-14,Sabzazar,"Street Crime",31.478227,74.279394,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46520,2024-09-09,Gulshan-e-Ravi,"Vehicle Theft",31.549638,74.321821,Medium,public,verified,,"2025-08-10 20:51:26"
46521,2024-10-14,Gulshan-e-Ravi,"Violent Crime",31.551453,74.318289,Medium,predicted,verified,,"2025-08-10 20:51:26"
46522,2024-10-18,"Bahria Town Lahore","Vehicle Theft",31.398036,74.189165,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46523,2024-05-23,Raiwind,Robbery,31.250081,74.218076,Medium,public,verified,,"2025-08-10 20:51:26"
46524,2024-01-08,"DHA Phase 7","Street Crime",31.451088,74.410144,Medium,public,unverified,,"2025-08-10 20:51:26"
46525,2024-09-04,Cantt,"Street Crime",31.540683,74.331138,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46526,2024-03-08,"DHA Phase 4",Burglary,31.463293,74.394742,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46527,2024-11-18,"DHA Phase 5","Street Crime",31.460325,74.400113,Medium,public,unverified,,"2025-08-10 20:51:26"
46528,2024-07-21,"Model Town",Burglary,31.483828,74.316190,Medium,predicted,verified,,"2025-08-10 20:51:26"
46529,2024-03-10,"DHA Phase 2",Burglary,31.475722,74.384746,Medium,public,unverified,,"2025-08-10 20:51:26"
46530,2024-10-18,"DHA Phase 4","Violent Crime",31.464674,74.395136,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46531,2024-07-05,"Green Town",Robbery,31.465325,74.298188,Medium,public,verified,,"2025-08-10 20:51:26"
46532,2024-11-08,Township,Burglary,31.491922,74.270696,Medium,public,unverified,,"2025-08-10 20:51:26"
46533,2024-08-25,Cantt,Robbery,31.540103,74.331028,Medium,predicted,verified,,"2025-08-10 20:51:26"
46534,2024-07-02,Gulshan-e-Ravi,Robbery,31.549925,74.321993,Medium,public,verified,,"2025-08-10 20:51:26"
46535,2024-09-13,"Iqbal Town",Burglary,31.506800,74.336101,Medium,public,verified,,"2025-08-10 20:51:26"
46536,2024-04-24,Township,"Street Crime",31.488052,74.269662,Medium,public,unverified,,"2025-08-10 20:51:26"
46537,2024-05-09,Shadman,Burglary,31.529164,74.321983,Medium,public,unverified,,"2025-08-10 20:51:26"
46538,2024-10-10,"Johar Town",Robbery,31.455905,74.297540,Medium,predicted,verified,,"2025-08-10 20:51:26"
46539,2024-02-07,"Muslim Town",Burglary,31.519253,74.310929,Medium,public,verified,,"2025-08-10 20:51:26"
46540,2024-02-05,"Iqbal Town","Violent Crime",31.506256,74.335562,Medium,public,verified,,"2025-08-10 20:51:26"
46541,2024-09-14,"Bahria Orchard","Violent Crime",31.408448,74.200959,Medium,public,verified,,"2025-08-10 20:51:26"
46542,2024-06-21,"DHA Phase 6","Street Crime",31.456870,74.403917,Medium,public,unverified,,"2025-08-10 20:51:26"
46543,2024-07-25,"DHA Phase 8","Street Crime",31.444848,74.415437,Medium,public,unverified,,"2025-08-10 20:51:26"
46544,2024-03-06,"Bahria Town Lahore",Burglary,31.396601,74.186916,Medium,public,unverified,,"2025-08-10 20:51:26"
46545,2024-01-10,"DHA Phase 3",Burglary,31.471990,74.391234,Medium,public,verified,,"2025-08-10 20:51:26"
46546,2024-10-28,"DHA Phase 8","Violent Crime",31.444100,74.415682,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46547,2024-09-05,Cantt,"Street Crime",31.540257,74.332419,Medium,public,unverified,,"2025-08-10 20:51:26"
46548,2024-06-01,Gulshan-e-Ravi,"Street Crime",31.549967,74.319847,Medium,public,unverified,,"2025-08-10 20:51:26"
46549,2024-05-24,"DHA Phase 3","Vehicle Theft",31.471582,74.388454,Medium,public,unverified,,"2025-08-10 20:51:26"
46550,2024-03-20,Gulberg,"Violent Crime",31.521530,74.340640,Medium,public,verified,,"2025-08-10 20:51:26"
46551,2024-10-18,"Johar Town",Robbery,31.457243,74.299713,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46552,2024-01-16,"Bahria Town Lahore",Burglary,31.396604,74.189692,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46553,2024-05-01,Township,"Violent Crime",31.489619,74.269882,Medium,public,unverified,,"2025-08-10 20:51:26"
46554,2024-11-07,"Green Town",Burglary,31.463502,74.299643,Medium,predicted,verified,,"2025-08-10 20:51:26"
46555,2024-08-17,"DHA Phase 6","Street Crime",31.454826,74.405297,Medium,public,unverified,,"2025-08-10 20:51:26"
46556,2024-04-25,"DHA Phase 2","Street Crime",31.475381,74.383520,Medium,public,unverified,,"2025-08-10 20:51:26"
46557,2024-12-17,Shahdara,"Street Crime",31.581278,74.370827,Medium,public,verified,,"2025-08-10 20:51:26"
46558,2024-04-08,"Model Town","Vehicle Theft",31.482548,74.315320,Medium,public,verified,,"2025-08-10 20:51:26"
46559,2024-10-16,Cantt,Robbery,31.541310,74.331017,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46560,2024-02-26,"Iqbal Town",Burglary,31.506868,74.336305,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46561,2024-08-03,Sabzazar,Robbery,31.479856,74.279385,Medium,public,verified,,"2025-08-10 20:51:26"
46562,2024-09-27,"DHA Phase 5",Robbery,31.459055,74.401789,Medium,public,unverified,,"2025-08-10 20:51:26"
46563,2024-08-12,Cantt,Burglary,31.540531,74.329112,Medium,public,unverified,,"2025-08-10 20:51:26"
46564,2024-10-02,"Bahria Town Lahore","Street Crime",31.398604,74.190023,Medium,public,verified,,"2025-08-10 20:51:26"
46565,2024-07-01,"Bahria Town Lahore","Street Crime",31.400356,74.189865,Medium,public,verified,,"2025-08-10 20:51:26"
46566,2024-06-27,"Bahria Orchard","Vehicle Theft",31.409372,74.201309,Medium,public,unverified,,"2025-08-10 20:51:26"
46567,2024-11-24,"Muslim Town","Violent Crime",31.521405,74.309728,Medium,public,unverified,,"2025-08-10 20:51:26"
46568,2024-05-15,"Allama Iqbal Town","Street Crime",31.510048,74.341678,Medium,public,unverified,,"2025-08-10 20:51:26"
46569,2024-01-23,Gulshan-e-Ravi,Robbery,31.548293,74.321144,Medium,public,unverified,,"2025-08-10 20:51:26"
46570,2024-06-28,Gulshan-e-Ravi,Burglary,31.549807,74.320418,Medium,public,verified,,"2025-08-10 20:51:26"
46571,2024-03-04,"Liberty Market",Burglary,31.515207,74.328538,Medium,predicted,verified,,"2025-08-10 20:51:26"
46572,2024-08-08,"Muslim Town","Street Crime",31.518117,74.310599,Medium,public,unverified,,"2025-08-10 20:51:26"
46573,2024-06-04,"DHA Phase 2",Burglary,31.473205,74.383630,Medium,public,unverified,,"2025-08-10 20:51:26"
46574,2024-09-18,"Iqbal Town",Burglary,31.504899,74.335876,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46575,2024-01-15,"Iqbal Town","Vehicle Theft",31.505211,74.334465,Medium,public,verified,,"2025-08-10 20:51:26"
46576,2024-02-13,"DHA Phase 4",Burglary,31.466428,74.395193,Medium,public,unverified,,"2025-08-10 20:51:26"
46577,2024-08-14,"Johar Town",Robbery,31.455612,74.300728,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46578,2024-07-11,Gulshan-e-Ravi,"Vehicle Theft",31.548349,74.319198,Medium,public,unverified,,"2025-08-10 20:51:26"
46579,2024-03-05,"Garden Town","Street Crime",31.489973,74.288953,Medium,public,verified,,"2025-08-10 20:51:26"
46580,2024-03-02,"Muslim Town","Street Crime",31.519914,74.310955,Medium,public,unverified,,"2025-08-10 20:51:26"
46581,2024-07-26,"DHA Phase 3","Vehicle Theft",31.469246,74.391503,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46582,2024-08-28,Shahdara,"Street Crime",31.579263,74.369578,Medium,predicted,verified,,"2025-08-10 20:51:26"
46583,2024-04-09,"DHA Phase 2","Violent Crime",31.476233,74.384596,Medium,public,unverified,,"2025-08-10 20:51:26"
46584,2024-01-26,Township,"Street Crime",31.488847,74.270316,Medium,predicted,verified,,"2025-08-10 20:51:26"
46585,2024-09-05,"Johar Town",Burglary,31.454281,74.298101,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46586,2024-07-22,"Bahria Town Lahore","Vehicle Theft",31.397040,74.186672,Medium,public,unverified,,"2025-08-10 20:51:26"
46587,2024-07-06,Gulshan-e-Ravi,Robbery,31.550047,74.318902,Medium,public,verified,,"2025-08-10 20:51:26"
46588,2024-09-09,"DHA Phase 4","Vehicle Theft",31.463062,74.395184,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46589,2024-07-12,"DHA Phase 2","Street Crime",31.474238,74.386492,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46590,2024-10-27,"DHA Phase 4","Vehicle Theft",31.465752,74.396074,Medium,public,verified,,"2025-08-10 20:51:26"
46591,2024-05-19,"DHA Phase 7",Burglary,31.450668,74.408515,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46592,2024-11-16,"DHA Phase 8",Robbery,31.443294,74.416117,Medium,predicted,verified,,"2025-08-10 20:51:26"
46593,2024-07-07,Gulshan-e-Ravi,"Vehicle Theft",31.548990,74.321123,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46594,2024-08-11,Sabzazar,"Vehicle Theft",31.481535,74.279162,Medium,public,unverified,,"2025-08-10 20:51:26"
46595,2024-08-05,Township,"Vehicle Theft",31.489335,74.270126,Medium,public,unverified,,"2025-08-10 20:51:26"
46596,2024-04-09,"Johar Town",Robbery,31.454535,74.301346,Medium,public,unverified,,"2025-08-10 20:51:26"
46597,2024-02-23,"DHA Phase 8","Street Crime",31.445269,74.415914,Medium,public,unverified,,"2025-08-10 20:51:26"
46598,2024-09-16,"DHA Phase 4",Robbery,31.465457,74.396663,Medium,public,unverified,,"2025-08-10 20:51:26"
46599,2024-04-08,"DHA Phase 7",Robbery,31.448719,74.411405,Medium,public,unverified,,"2025-08-10 20:51:26"
46600,2024-07-05,"DHA Phase 1","Street Crime",31.478681,74.378915,Medium,predicted,verified,,"2025-08-10 20:51:26"
46601,2024-06-16,"DHA Phase 4",Burglary,31.466834,74.396858,Medium,public,unverified,,"2025-08-10 20:51:26"
46602,2024-10-26,"Liberty Market",Burglary,31.514051,74.325068,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46603,2024-01-04,"DHA Phase 4",Robbery,31.465675,74.393844,Medium,public,verified,,"2025-08-10 20:51:26"
46604,2024-08-12,Sabzazar,Robbery,31.479503,74.281595,Medium,public,verified,,"2025-08-10 20:51:26"
46605,2024-09-25,Gulberg,Robbery,31.519858,74.342196,Medium,public,verified,,"2025-08-10 20:51:26"
46606,2024-01-23,"DHA Phase 6",Robbery,31.454727,74.405327,Medium,public,verified,,"2025-08-10 20:51:26"
46607,2024-01-12,"Model Town",Robbery,31.483520,74.314442,Medium,public,unverified,,"2025-08-10 20:51:26"
46608,2024-06-22,"DHA Phase 2",Robbery,31.475574,74.383172,Medium,public,unverified,,"2025-08-10 20:51:26"
46609,2024-03-08,"Bahria Town Lahore","Violent Crime",31.399520,74.187110,Medium,public,unverified,,"2025-08-10 20:51:26"
46610,2024-04-23,Sabzazar,Robbery,31.478830,74.281307,Medium,public,unverified,,"2025-08-10 20:51:26"
46611,2024-07-05,"Garden Town","Vehicle Theft",31.490741,74.289261,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46612,2024-10-22,Township,"Vehicle Theft",31.488228,74.268495,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46613,2024-06-27,"DHA Phase 5","Violent Crime",31.461299,74.401339,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46614,2024-01-22,Raiwind,"Street Crime",31.250748,74.221500,Medium,public,unverified,,"2025-08-10 20:51:26"
46615,2024-05-11,Cantt,Burglary,31.538869,74.332302,Medium,public,verified,,"2025-08-10 20:51:26"
46616,2024-11-25,Shadman,Robbery,31.530765,74.320861,Medium,public,unverified,,"2025-08-10 20:51:26"
46617,2024-02-07,"DHA Phase 5","Vehicle Theft",31.461814,74.400943,Medium,public,verified,,"2025-08-10 20:51:26"
46618,2024-03-27,"Bahria Orchard",Robbery,31.408879,74.200051,Medium,public,unverified,,"2025-08-10 20:51:26"
46619,2024-01-23,"Liberty Market",Robbery,31.513979,74.326742,Medium,public,unverified,,"2025-08-10 20:51:26"
46620,2024-08-09,"Muslim Town","Vehicle Theft",31.519845,74.309628,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46621,2024-09-12,"Model Town",Burglary,31.483053,74.315366,Medium,public,unverified,,"2025-08-10 20:51:26"
46622,2024-06-18,"Johar Town",Burglary,31.454889,74.298641,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46623,2024-05-17,"Garden Town",Robbery,31.489385,74.288241,Medium,public,verified,,"2025-08-10 20:51:26"
46624,2024-03-27,Cantt,Robbery,31.541120,74.331948,Medium,public,unverified,,"2025-08-10 20:51:26"
46625,2024-12-17,"DHA Phase 3",Robbery,31.469406,74.390695,Medium,predicted,verified,,"2025-08-10 20:51:26"
46626,2024-09-03,"DHA Phase 6",Burglary,31.456893,74.406061,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46627,2024-01-24,"Liberty Market","Street Crime",31.515324,74.325638,Medium,public,unverified,,"2025-08-10 20:51:26"
46628,2024-01-06,"DHA Phase 8",Robbery,31.443448,74.413155,Medium,predicted,verified,,"2025-08-10 20:51:26"
46629,2024-10-08,"Iqbal Town","Street Crime",31.504955,74.335785,Medium,predicted,unverified,,"2025-08-10 20:51:26"
46630,2024-03-12,Shahdara,"Street Crime",31.578803,74.369502,Medium,public,verified,,"2025-08-10 20:51:26"
46631,2024-04-24,"DHA Phase 4","Vehicle Theft",31.466169,74.395633,Medium,public,unverified,,"2025-08-10 20:51:26"
46632,2024-11-27,"DHA Phase 3","Violent Crime",31.469557,74.390614,Medium,public,unverified,,"2025-08-10 20:51:26"
46633,2024-07-25,"Garden Town",Robbery,31.488634,74.288103,Medium,public,unverified,,"2025-08-10 20:51:27"
46634,2024-02-07,"Bahria Orchard","Street Crime",31.411806,74.201611,Medium,public,verified,,"2025-08-10 20:51:27"
46635,2024-01-23,"DHA Phase 5","Vehicle Theft",31.459217,74.401061,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46636,2024-02-17,"DHA Phase 3",Robbery,31.468035,74.390453,Medium,public,verified,,"2025-08-10 20:51:27"
46637,2024-11-11,"Garden Town","Vehicle Theft",31.490930,74.290046,Medium,predicted,verified,,"2025-08-10 20:51:27"
46638,2024-09-09,"DHA Phase 6",Robbery,31.453848,74.405937,Medium,predicted,verified,,"2025-08-10 20:51:27"
46639,2024-07-02,Shadman,"Street Crime",31.529283,74.319052,Medium,public,verified,,"2025-08-10 20:51:27"
46640,2024-07-26,Township,Robbery,31.491628,74.269611,Medium,predicted,verified,,"2025-08-10 20:51:27"
46641,2024-02-12,Cantt,"Violent Crime",31.539326,74.331738,Medium,public,verified,,"2025-08-10 20:51:27"
46642,2024-11-27,"Liberty Market",Burglary,31.514751,74.325538,Medium,public,verified,,"2025-08-10 20:51:27"
46643,2024-03-05,"Wapda Town","Street Crime",31.469940,74.289810,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46644,2024-07-24,"DHA Phase 4","Violent Crime",31.463913,74.396675,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46645,2024-08-28,Shahdara,Burglary,31.579473,74.371818,Medium,public,unverified,,"2025-08-10 20:51:27"
46646,2024-06-19,Shahdara,"Street Crime",31.581442,74.369071,Medium,public,unverified,,"2025-08-10 20:51:27"
46647,2024-04-28,"Green Town",Robbery,31.466704,74.301133,Medium,public,unverified,,"2025-08-10 20:51:27"
46648,2024-10-17,"Ferozepur Road","Vehicle Theft",31.503690,74.308844,Medium,public,unverified,,"2025-08-10 20:51:27"
46649,2024-02-13,Gulberg,"Street Crime",31.522240,74.340464,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46650,2024-02-17,Cantt,"Vehicle Theft",31.539678,74.332030,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46651,2024-06-06,"Garden Town","Street Crime",31.488904,74.288895,Medium,public,unverified,,"2025-08-10 20:51:27"
46652,2024-10-25,"DHA Phase 8","Street Crime",31.443844,74.415520,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46653,2024-09-02,Shadman,Robbery,31.531681,74.320957,Medium,public,verified,,"2025-08-10 20:51:27"
46654,2024-03-28,"Model Town","Street Crime",31.485224,74.317225,Medium,public,unverified,,"2025-08-10 20:51:27"
46655,2024-12-14,Township,Robbery,31.489067,74.271033,Medium,public,verified,,"2025-08-10 20:51:27"
46656,2024-03-02,Shadman,"Street Crime",31.530384,74.321250,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46657,2024-10-15,Township,"Street Crime",31.491264,74.270274,Medium,public,unverified,,"2025-08-10 20:51:27"
46658,2024-10-14,Shahdara,"Street Crime",31.581189,74.369190,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46659,2024-04-25,"DHA Phase 2","Street Crime",31.475102,74.384021,Medium,public,unverified,,"2025-08-10 20:51:27"
46660,2024-09-20,Raiwind,"Street Crime",31.251226,74.219360,Medium,public,unverified,,"2025-08-10 20:51:27"
46661,2024-11-16,Township,"Street Crime",31.491138,74.269596,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46662,2024-08-08,"Bahria Orchard",Robbery,31.409190,74.201026,Medium,public,verified,,"2025-08-10 20:51:27"
46663,2024-11-21,Raiwind,Burglary,31.250396,74.219591,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46664,2024-01-02,"Bahria Town Lahore",Burglary,31.398674,74.186464,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46665,2024-09-06,Shadman,"Street Crime",31.529927,74.321427,Medium,public,unverified,,"2025-08-10 20:51:27"
46666,2024-09-18,"Johar Town",Robbery,31.457404,74.300104,Medium,predicted,verified,,"2025-08-10 20:51:27"
46667,2024-11-23,"Bahria Town Lahore","Street Crime",31.399337,74.188875,Medium,predicted,verified,,"2025-08-10 20:51:27"
46668,2024-09-18,Sabzazar,"Street Crime",31.480676,74.280117,Medium,public,unverified,,"2025-08-10 20:51:27"
46669,2024-09-13,"DHA Phase 2","Street Crime",31.474424,74.386871,Medium,public,verified,,"2025-08-10 20:51:27"
46670,2024-05-17,Raiwind,"Street Crime",31.248432,74.221685,Medium,public,verified,,"2025-08-10 20:51:27"
46671,2024-05-20,Gulshan-e-Ravi,"Violent Crime",31.551344,74.319025,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46672,2024-11-04,"Wapda Town","Street Crime",31.468037,74.290225,Medium,public,verified,,"2025-08-10 20:51:27"
46673,2024-10-09,"Muslim Town",Robbery,31.519420,74.309387,Medium,public,unverified,,"2025-08-10 20:51:27"
46674,2024-09-02,"Muslim Town","Street Crime",31.519629,74.308400,Medium,public,unverified,,"2025-08-10 20:51:27"
46675,2024-08-11,Township,"Vehicle Theft",31.491213,74.270336,Medium,predicted,verified,,"2025-08-10 20:51:27"
46676,2024-08-20,"Bahria Town Lahore","Vehicle Theft",31.399159,74.190170,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46677,2024-01-23,"Allama Iqbal Town","Vehicle Theft",31.509341,74.338553,Medium,public,unverified,,"2025-08-10 20:51:27"
46678,2024-08-04,"DHA Phase 3","Street Crime",31.469945,74.390542,Medium,predicted,verified,,"2025-08-10 20:51:27"
46679,2024-05-27,Shahdara,Burglary,31.581325,74.371525,Medium,public,unverified,,"2025-08-10 20:51:27"
46680,2024-08-23,"DHA Phase 7","Violent Crime",31.450326,74.408842,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46681,2024-06-24,Gulberg,"Vehicle Theft",31.518460,74.341744,Medium,public,verified,,"2025-08-10 20:51:27"
46682,2024-10-22,"Bahria Town Lahore","Street Crime",31.399549,74.188918,Medium,public,unverified,,"2025-08-10 20:51:27"
46683,2024-06-16,"Model Town","Violent Crime",31.485091,74.317020,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46684,2024-06-11,"Green Town","Street Crime",31.464283,74.300071,Medium,public,unverified,,"2025-08-10 20:51:27"
46685,2024-05-21,Raiwind,Robbery,31.248761,74.221186,Medium,predicted,verified,,"2025-08-10 20:51:27"
46686,2024-03-01,Township,Robbery,31.488505,74.268988,Medium,public,unverified,,"2025-08-10 20:51:27"
46687,2024-10-04,"DHA Phase 6","Street Crime",31.453875,74.406444,Medium,predicted,verified,,"2025-08-10 20:51:27"
46688,2024-05-04,Shahdara,"Street Crime",31.579512,74.371525,Medium,public,unverified,,"2025-08-10 20:51:27"
46689,2024-10-21,Shadman,"Vehicle Theft",31.531316,74.321277,Medium,public,unverified,,"2025-08-10 20:51:27"
46690,2024-08-27,"Allama Iqbal Town","Vehicle Theft",31.511443,74.340609,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46691,2024-07-21,"Liberty Market","Street Crime",31.514560,74.326682,Medium,predicted,verified,,"2025-08-10 20:51:27"
46692,2024-11-03,"DHA Phase 7","Violent Crime",31.450505,74.410645,Medium,public,unverified,,"2025-08-10 20:51:27"
46693,2024-05-13,"Johar Town",Burglary,31.456282,74.299431,Medium,predicted,verified,,"2025-08-10 20:51:27"
46694,2024-09-19,"Bahria Orchard","Street Crime",31.410161,74.199359,Medium,public,unverified,,"2025-08-10 20:51:27"
46695,2024-03-18,"DHA Phase 8",Robbery,31.445065,74.415079,Medium,public,verified,,"2025-08-10 20:51:27"
46696,2024-07-21,"Allama Iqbal Town","Vehicle Theft",31.510346,74.339596,Medium,public,verified,,"2025-08-10 20:51:27"
46697,2024-03-21,"Green Town","Vehicle Theft",31.464340,74.298933,Medium,predicted,verified,,"2025-08-10 20:51:27"
46698,2024-12-10,"Green Town","Street Crime",31.464924,74.301274,Medium,public,unverified,,"2025-08-10 20:51:27"
46699,2024-01-06,"DHA Phase 7",Burglary,31.450479,74.410881,Medium,public,unverified,,"2025-08-10 20:51:27"
46700,2024-10-01,"DHA Phase 7","Street Crime",31.448866,74.410931,Medium,public,unverified,,"2025-08-10 20:51:27"
46701,2024-02-02,"Green Town","Street Crime",31.464050,74.301822,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46702,2024-02-17,"Garden Town","Vehicle Theft",31.490377,74.290024,Medium,public,verified,,"2025-08-10 20:51:27"
46703,2024-04-23,"Liberty Market",Burglary,31.516666,74.326414,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46704,2024-02-13,Shahdara,"Street Crime",31.581109,74.371545,Medium,public,unverified,,"2025-08-10 20:51:27"
46705,2024-03-24,Gulberg,Robbery,31.519995,74.339324,Medium,public,unverified,,"2025-08-10 20:51:27"
46706,2024-03-22,Township,Burglary,31.491578,74.268317,Medium,public,verified,,"2025-08-10 20:51:27"
46707,2024-09-16,"Wapda Town",Robbery,31.471487,74.291553,Medium,public,verified,,"2025-08-10 20:51:27"
46708,2024-08-03,"DHA Phase 5","Street Crime",31.460755,74.400099,Medium,public,verified,,"2025-08-10 20:51:27"
46709,2024-10-21,"DHA Phase 1",Robbery,31.480734,74.381999,Medium,public,verified,,"2025-08-10 20:51:27"
46710,2024-02-07,"Wapda Town","Street Crime",31.471444,74.288129,Medium,predicted,verified,,"2025-08-10 20:51:27"
46711,2024-11-11,"DHA Phase 6","Street Crime",31.455791,74.403989,Medium,public,verified,,"2025-08-10 20:51:27"
46712,2024-09-22,"Bahria Town Lahore","Vehicle Theft",31.398374,74.188708,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46713,2024-01-07,"DHA Phase 8","Vehicle Theft",31.445347,74.413442,Medium,public,verified,,"2025-08-10 20:51:27"
46714,2024-07-10,"Allama Iqbal Town","Street Crime",31.510672,74.340576,Medium,public,verified,,"2025-08-10 20:51:27"
46715,2024-09-12,"DHA Phase 6",Robbery,31.454041,74.405254,Medium,public,unverified,,"2025-08-10 20:51:27"
46716,2024-02-03,Gulberg,Robbery,31.519835,74.340570,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46717,2024-07-25,"DHA Phase 1",Burglary,31.478735,74.379506,Medium,public,unverified,,"2025-08-10 20:51:27"
46718,2024-08-12,Raiwind,"Street Crime",31.249104,74.221821,Medium,public,verified,,"2025-08-10 20:51:27"
46719,2024-12-02,Shahdara,Burglary,31.579645,74.370451,Medium,public,unverified,,"2025-08-10 20:51:27"
46720,2024-04-12,"Johar Town",Robbery,31.454485,74.298628,Medium,public,verified,,"2025-08-10 20:51:27"
46721,2024-10-09,"Johar Town","Vehicle Theft",31.457433,74.299680,Medium,public,unverified,,"2025-08-10 20:51:27"
46722,2024-03-20,"Liberty Market","Vehicle Theft",31.513947,74.327948,Medium,public,unverified,,"2025-08-10 20:51:27"
46723,2024-12-08,"Muslim Town","Street Crime",31.521902,74.310544,Medium,public,unverified,,"2025-08-10 20:51:27"
46724,2024-08-08,"Muslim Town","Vehicle Theft",31.519318,74.311528,Medium,public,unverified,,"2025-08-10 20:51:27"
46725,2024-04-24,Shahdara,Burglary,31.578538,74.370038,Medium,public,unverified,,"2025-08-10 20:51:27"
46726,2024-04-01,"Liberty Market","Violent Crime",31.513088,74.327218,Medium,predicted,verified,,"2025-08-10 20:51:27"
46727,2024-04-03,"DHA Phase 7",Robbery,31.451067,74.409971,Medium,public,verified,,"2025-08-10 20:51:27"
46728,2024-10-14,Cantt,Robbery,31.542240,74.330067,Medium,public,unverified,,"2025-08-10 20:51:27"
46729,2024-04-01,"DHA Phase 2","Vehicle Theft",31.473335,74.385495,Medium,predicted,verified,,"2025-08-10 20:51:27"
46730,2024-11-27,"DHA Phase 3",Burglary,31.469442,74.391893,Medium,public,unverified,,"2025-08-10 20:51:27"
46731,2024-07-27,"Green Town",Robbery,31.464930,74.299034,Medium,public,unverified,,"2025-08-10 20:51:27"
46732,2024-12-25,"DHA Phase 7","Street Crime",31.450537,74.409007,Medium,public,unverified,,"2025-08-10 20:51:27"
46733,2024-05-12,"DHA Phase 1","Vehicle Theft",31.481001,74.380485,Medium,public,unverified,,"2025-08-10 20:51:27"
46734,2024-02-27,Gulberg,Burglary,31.521971,74.341596,Medium,public,verified,,"2025-08-10 20:51:27"
46735,2024-01-25,"DHA Phase 4",Burglary,31.463079,74.393653,Medium,public,unverified,,"2025-08-10 20:51:27"
46736,2024-06-28,"Johar Town","Vehicle Theft",31.455393,74.299631,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46737,2024-04-10,"DHA Phase 1",Robbery,31.480895,74.378149,Medium,predicted,unverified,,"2025-08-10 20:51:27"
46738,2024-01-25,"Iqbal Town","Vehicle Theft",31.503161,74.336570,Medium,public,unverified,,"2025-08-10 20:51:27"
46739,2024-07-25,"Wapda Town","Violent Crime",31.470800,74.290841,Medium,public,verified,,"2025-08-10 20:51:27"
